city,region,variant,date,household_type,adult_equivalents,g1_food,g2_housing,g3_household_articles,g4_clothing,g5_transport,g6_health_personal,g7_personal_expenses,g8_education,g9_communication,omal_total,one_worker_required_income,two_worker_required_income_each,sample_n,effective_n,shrinkage_city_weight,statutory_minimum,multiple_of_minimum_one_worker,multiple_of_minimum_two_workers_each,dieese_family_benchmark,ratio_to_dieese_family,pnad_quarter,labour_income_real
Rio Branco,North,expanded,2026-06-01,2 adults + 2 children,2.1,1628.1327640888899,2510.3529618003718,194.03757322308715,299.35289822085304,960.1586597906429,792.6148534357085,0.232024974343879,136.7261159310321,161.7718844456996,6683.379735910628,6683.379735910628,3341.689867955314,44.0,40.27383344471661,0.3348511666357447,1621.0,4.122997986372997,2.0614989931864987,8110.92,0.8239977383466522,2026Q1,3336.0
São Luís,Northeast,core,2026-06-01,1 adult,1.0,756.4457657411515,977.2226580460718,0.0,166.5545575817325,399.83416919571073,422.6138459805892,0.0,185.8211788474408,87.17462274277104,2995.6667981354676,2995.6667981354676,1497.8333990677338,26.0,23.578495699591105,0.22763890844655496,1621.0,1.848036272754761,0.9240181363773805,8110.92,0.3693374855300592,2026Q1,3109.0
São Luís,Northeast,core,2026-06-01,1 adult + 1 child,1.3,983.379495463497,1270.3894554598935,0.0,216.52092485625226,519.784419954424,549.3979997747659,0.0,241.56753250167304,113.32700956560237,3894.366837576108,3894.366837576108,1947.183418788054,26.0,23.578495699591105,0.22763890844655496,1621.0,2.4024471545811896,1.2012235772905948,8110.92,0.48013873118907696,2026Q1,3109.0
São Luís,Northeast,core,2026-06-01,1 adult + 2 children,1.6,1210.3132251858424,1563.556252873715,0.0,266.487292130772,639.7346707131372,676.1821535689427,0.0,297.31388615590527,139.47939638843366,4793.066877016749,4793.066877016749,2396.5334385083743,26.0,23.578495699591105,0.22763890844655496,1621.0,2.956858036407618,1.478429018203809,8110.92,0.5909399768480947,2026Q1,3109.0
São Luís,Northeast,core,2026-06-01,2 adults,1.5,1134.6686486117273,1465.833987069108,0.0,249.83183637259876,599.7512537935662,633.9207689708838,0.0,278.73176827116123,130.76193411415656,4493.500197203201,4493.500197203201,2246.7500986016007,26.0,23.578495699591105,0.22763890844655496,1621.0,2.7720544091321417,1.3860272045660709,8110.92,0.5540062282950887,2026Q1,3109.0
São Luís,Northeast,core,2026-06-01,2 adults + 1 child,1.8,1361.6023783340727,1759.0007844829292,0.0,299.7982036471185,719.7015045522793,760.7049227650605,0.0,334.4781219253934,156.91432093698788,5392.200236643842,5392.200236643842,2696.100118321921,26.0,23.578495699591105,0.22763890844655496,1621.0,3.32646529095857,1.663232645479285,8110.92,0.6648074739541066,2026Q1,3109.0
São Luís,Northeast,core,2026-06-01,2 adults + 2 children,2.1,1588.5361080564182,2052.167581896751,0.0,349.76457092163827,839.6517553109926,887.4890765592373,0.0,390.2244755796257,183.0667077598192,6290.900276084482,6290.900276084482,3145.450138042241,26.0,23.578495699591105,0.22763890844655496,1621.0,3.8808761727849985,1.9404380863924993,8110.92,0.7756087196131243,2026Q1,3109.0
São Luís,Northeast,expanded,2026-06-01,1 adult,1.0,751.1548598790781,971.1293383362438,151.6731852754696,165.4556720106236,437.124923731806,420.91529389378684,4.9883191254591175,185.05201804843466,86.79979713418767,3174.2934074350896,3174.2934074350896,1587.1467037175448,26.0,23.578495699591105,0.22763890844655496,1621.0,1.958231590027816,0.979115795013908,8110.92,0.3913604631083884,2026Q1,3109.0
São Luís,Northeast,expanded,2026-06-01,1 adult + 1 child,1.3,976.5013178428017,1262.4681398371172,197.1751408581105,215.0923736138107,568.2624008513479,547.189882061923,6.484814863096853,240.56762346296506,112.839736274444,4126.581429665616,4126.581429665616,2063.290714832808,26.0,23.578495699591105,0.22763890844655496,1621.0,2.5457010670361604,1.2728505335180802,8110.92,0.5087686020409049,2026Q1,3109.0
São Luís,Northeast,expanded,2026-06-01,1 adult + 2 children,1.6,1201.847775806525,1553.80694133799,242.67709644075134,264.7290752169978,699.3998779708896,673.464470230059,7.981310600734588,296.08322887749546,138.87967541470027,5078.869451896143,5078.869451896143,2539.4347259480714,26.0,23.578495699591105,0.22763890844655496,1621.0,3.1331705440445052,1.5665852720222526,8110.92,0.6261767409734214,2026Q1,3109.0
