state,quarter_label,labour_income_real,quarter,region,informality_rate,dieese_pc_real,ratio_pct,quarter_str
Santa Catarina,1º trimestre 2023,3605.0,2023Q1,South,26.2,1901.5979813236047,189.577399398097,2023Q1
Santa Catarina,2º trimestre 2023,3590.0,2023Q2,South,26.7,1888.6460258899479,190.08326339544533,2023Q2
Santa Catarina,3º trimestre 2023,3678.0,2023Q3,South,26.9,1819.1727967234847,202.17980428381802,2023Q3
Santa Catarina,4º trimestre 2023,3725.0,2023Q4,South,27.7,1785.7779660732324,208.5925613804579,2023Q4
Santa Catarina,1º trimestre 2024,3713.0,2024Q1,South,27.5,1907.1590646659586,194.68748405893123,2024Q1
Santa Catarina,2º trimestre 2024,3785.0,2024Q2,South,27.1,1913.0843132908403,197.84804954514192,2024Q2
Santa Catarina,3º trimestre 2024,3877.0,2024Q3,South,26.9,1828.9804089648253,211.97602669753704,2024Q3
Santa Catarina,4º trimestre 2024,3943.0,2024Q4,South,25.6,1871.7090283876298,210.6630859924135,2024Q4
Santa Catarina,1º trimestre 2025,4164.0,2025Q1,South,25.3,1929.8624892402283,215.76666851736852,2025Q1
Santa Catarina,2º trimestre 2025,4164.0,2025Q2,South,24.7,1968.7305614844092,211.50685022435843,2025Q2
Santa Catarina,3º trimestre 2025,4268.0,2025Q3,South,24.9,1864.5290924297321,228.90498288971304,2025Q3
Santa Catarina,4º trimestre 2025,4240.0,2025Q4,South,25.7,1839.2323046442687,230.53096606086802,2025Q4
Santa Catarina,1º trimestre 2026,4298.0,2026Q1,South,25.4,1855.8413021591607,231.5930782982108,2026Q1
Rio Grande do Sul,4º trimestre 2015,3431.0,2015Q4,South,31.6,1440.085875888325,238.24968062293982,2015Q4
Rio Grande do Sul,1º trimestre 2016,3391.0,2016Q1,South,32.2,1550.0176104829545,218.771707951333,2016Q1
Rio Grande do Sul,2º trimestre 2016,3422.0,2016Q2,South,32.0,1542.3339424526514,221.87153545737732,2016Q2
Rio Grande do Sul,3º trimestre 2016,3489.0,2016Q3,South,32.3,1594.1316378882575,218.86523779315178,2016Q3
Rio Grande do Sul,4º trimestre 2016,3485.0,2016Q4,South,32.9,1563.0925607196968,222.95544663045396,2016Q4
Rio Grande do Sul,1º trimestre 2017,3531.0,2017Q1,South,32.6,1462.7134687566702,241.4006622227528,2017Q1
Rio Grande do Sul,2º trimestre 2017,3494.0,2017Q2,South,33.9,1501.363255247243,232.72182716531262,2017Q2
Rio Grande do Sul,3º trimestre 2017,3507.0,2017Q3,South,34.3,1464.7913139185341,239.41977035747533,2017Q3
Rio Grande do Sul,4º trimestre 2017,3500.0,2017Q4,South,33.6,1436.901422607613,243.57968785697102,2017Q4
Rio Grande do Sul,1º trimestre 2018,3489.0,2018Q1,South,33.2,1437.3564047344516,242.73729107879717,2018Q1
Rio Grande do Sul,2º trimestre 2018,3489.0,2018Q2,South,33.6,1435.4605898584905,243.05787456999778,2018Q2
Rio Grande do Sul,3º trimestre 2018,3439.0,2018Q3,South,33.7,1379.9485013190076,249.2121986228379,2018Q3
Rio Grande do Sul,4º trimestre 2018,3501.0,2018Q4,South,34.4,1465.3739040880503,238.91513218797124,2018Q4
Rio Grande do Sul,1º trimestre 2019,3570.0,2019Q1,South,33.7,1519.4737125417503,234.94977047205137,2019Q1
Rio Grande do Sul,2º trimestre 2019,3530.0,2019Q2,South,33.3,1572.3309076402804,224.507448327003,2019Q2
Rio Grande do Sul,3º trimestre 2019,3537.0,2019Q3,South,33.5,1484.533336932198,238.25669063850353,2019Q3
Rio Grande do Sul,4º trimestre 2019,3544.0,2019Q4,South,33.5,1493.175712249499,237.34648045278567,2019Q4
Rio Grande do Sul,1º trimestre 2020,3512.0,2020Q1,South,32.4,1575.5359985951482,222.9082676074384,2020Q1
Rio Grande do Sul,2º trimestre 2020,3575.0,2020Q2,South,30.0,1669.033443373206,214.1958277824999,2020Q2
Rio Grande do Sul,3º trimestre 2020,3773.0,2020Q3,South,30.3,1637.1745618819775,230.45801515892308,2020Q3
Rio Grande do Sul,4º trimestre 2020,3579.0,2020Q4,South,30.7,1795.215855247209,199.36321248160746,2020Q4
Rio Grande do Sul,1º trimestre 2021,3687.0,2021Q1,South,30.3,1819.3382207878788,202.65610637275105,2021Q1
Rio Grande do Sul,2º trimestre 2021,3515.0,2021Q2,South,30.9,1772.9198499469696,198.26051358752278,2021Q2
Rio Grande do Sul,3º trimestre 2021,3449.0,2021Q3,South,32.4,1795.7637244696969,192.0631290744286,2021Q3
Rio Grande do Sul,4º trimestre 2021,3313.0,2021Q4,South,33.3,1835.3350591136361,180.51199880636472,2021Q4
Rio Grande do Sul,1º trimestre 2022,3368.0,2022Q1,South,33.0,1862.2395224972497,180.8575083555061,2022Q1
Rio Grande do Sul,2º trimestre 2022,3353.0,2022Q2,South,32.9,1946.5575643014301,172.25280472007546,2022Q2
Rio Grande do Sul,3º trimestre 2022,3593.0,2022Q3,South,31.6,1872.1964641570405,191.91361957932946,2022Q3
Rio Grande do Sul,4º trimestre 2022,3670.0,2022Q4,South,31.9,1927.633728307206,190.38886620970734,2022Q4
Rio Grande do Sul,1º trimestre 2023,3565.0,2023Q1,South,32.1,1901.5979813236047,187.4739053687145,2023Q1
Rio Grande do Sul,2º trimestre 2023,3541.0,2023Q2,South,32.6,1888.6460258899479,187.4888121680423,2023Q2
Rio Grande do Sul,3º trimestre 2023,3644.0,2023Q3,South,31.6,1819.1727967234847,200.31082295003614,2023Q3
Rio Grande do Sul,4º trimestre 2023,3639.0,2023Q4,South,32.2,1785.7779660732324,203.77673311771446,2023Q4
Rio Grande do Sul,1º trimestre 2024,3660.0,2024Q1,South,31.9,1907.1590646659586,191.9084814585748,2024Q1
Rio Grande do Sul,2º trimestre 2024,3846.0,2024Q2,South,32.6,1913.0843132908403,201.03661784692625,2024Q2
Rio Grande do Sul,3º trimestre 2024,3750.0,2024Q3,South,33.0,1828.9804089648253,205.03226724677944,2024Q3
Rio Grande do Sul,4º trimestre 2024,3890.0,2024Q4,South,32.1,1871.7090283876298,207.83144927986015,2024Q4
Rio Grande do Sul,1º trimestre 2025,3912.0,2025Q1,South,31.2,1929.8624892402283,202.70874333332026,2025Q1
Rio Grande do Sul,2º trimestre 2025,3886.0,2025Q2,South,31.1,1968.7305614844092,197.38607588181,2025Q2
Rio Grande do Sul,3º trimestre 2025,3954.0,2025Q3,South,31.3,1864.5290924297321,212.06426952809872,2025Q3
Rio Grande do Sul,4º trimestre 2025,4017.0,2025Q4,South,30.1,1839.2323046442687,218.4063421383271,2025Q4
Rio Grande do Sul,1º trimestre 2026,4127.0,2026Q1,South,30.2,1855.8413021591607,222.37892837057143,2026Q1
Mato Grosso do Sul,4º trimestre 2015,3067.0,2015Q4,Center-West,38.1,1440.085875888325,212.97341022167194,2015Q4
Mato Grosso do Sul,1º trimestre 2016,3072.0,2016Q1,Center-West,35.9,1550.0176104829545,198.19129661648336,2016Q1
Mato Grosso do Sul,2º trimestre 2016,3007.0,2016Q2,Center-West,35.8,1542.3339424526514,194.9642627470291,2016Q2
Mato Grosso do Sul,3º trimestre 2016,3182.0,2016Q3,Center-West,36.4,1594.1316378882575,199.60710422981055,2016Q3
Mato Grosso do Sul,4º trimestre 2016,3256.0,2016Q4,Center-West,36.1,1563.0925607196968,208.3050026481372,2016Q4
Mato Grosso do Sul,1º trimestre 2017,3247.0,2017Q1,Center-West,34.9,1462.7134687566702,221.98469278880722,2017Q1
Mato Grosso do Sul,2º trimestre 2017,3310.0,2017Q2,Center-West,35.0,1501.363255247243,220.4662987742372,2017Q2
Mato Grosso do Sul,3º trimestre 2017,3317.0,2017Q3,Center-West,35.7,1464.7913139185341,226.4486393714701,2017Q3
Mato Grosso do Sul,4º trimestre 2017,3286.0,2017Q4,Center-West,37.3,1436.901422607613,228.6865297994305,2017Q4
Mato Grosso do Sul,1º trimestre 2018,3329.0,2018Q1,Center-West,37.0,1437.3564047344516,231.60574433972937,2018Q1
Mato Grosso do Sul,2º trimestre 2018,3361.0,2018Q2,Center-West,36.5,1435.4605898584905,234.14087601884853,2018Q2
Mato Grosso do Sul,3º trimestre 2018,3406.0,2018Q3,Center-West,36.3,1379.9485013190076,246.82080503326137,2018Q3
Mato Grosso do Sul,4º trimestre 2018,3379.0,2018Q4,Center-West,36.1,1465.3739040880503,230.58961201461148,2018Q4
Mato Grosso do Sul,1º trimestre 2019,3489.0,2019Q1,Center-West,36.8,1519.4737125417503,229.61897736050062,2019Q1
Mato Grosso do Sul,2º trimestre 2019,3368.0,2019Q2,Center-West,36.5,1572.3309076402804,214.204273644574,2019Q2
Mato Grosso do Sul,3º trimestre 2019,3299.0,2019Q3,Center-West,37.4,1484.533336932198,222.22471654408344,2019Q3
Mato Grosso do Sul,4º trimestre 2019,3349.0,2019Q4,Center-West,38.5,1493.175712249499,224.28706631952008,2019Q4
Mato Grosso do Sul,1º trimestre 2020,3244.0,2020Q1,Center-West,38.5,1575.5359985951482,205.89818340504846,2020Q1
Mato Grosso do Sul,2º trimestre 2020,3456.0,2020Q2,Center-West,36.3,1669.033443373206,207.06595267589358,2020Q2
Mato Grosso do Sul,3º trimestre 2020,3496.0,2020Q3,Center-West,35.6,1637.1745618819775,213.53862205025047,2020Q3
Mato Grosso do Sul,4º trimestre 2020,3391.0,2020Q4,Center-West,36.3,1795.215855247209,188.89093420651884,2020Q4
Mato Grosso do Sul,1º trimestre 2021,3392.0,2021Q1,Center-West,36.5,1819.3382207878788,186.44141926128873,2021Q1
Mato Grosso do Sul,2º trimestre 2021,3265.0,2021Q2,Center-West,37.3,1772.9198499469696,184.15948132667478,2021Q2
Mato Grosso do Sul,3º trimestre 2021,3100.0,2021Q3,Center-West,36.7,1795.7637244696969,172.62850105269024,2021Q3
Mato Grosso do Sul,4º trimestre 2021,3129.0,2021Q4,Center-West,35.7,1835.3350591136361,170.48658142623458,2021Q4
Mato Grosso do Sul,1º trimestre 2022,3243.0,2022Q1,Center-West,35.4,1862.2395224972497,174.14516021285814,2022Q1
Mato Grosso do Sul,2º trimestre 2022,3324.0,2022Q2,Center-West,34.4,1946.5575643014301,170.76299519520754,2022Q2
Mato Grosso do Sul,3º trimestre 2022,3451.0,2022Q3,Center-West,33.8,1872.1964641570405,184.32894549631672,2022Q3
Mato Grosso do Sul,4º trimestre 2022,3715.0,2022Q4,Center-West,32.7,1927.633728307206,192.72333459647487,2022Q4
Mato Grosso do Sul,1º trimestre 2023,3579.0,2023Q1,Center-West,34.3,1901.5979813236047,188.21012827899838,2023Q1
Mato Grosso do Sul,2º trimestre 2023,3546.0,2023Q2,Center-West,34.2,1888.6460258899479,187.75355208920587,2023Q2
Mato Grosso do Sul,3º trimestre 2023,3673.0,2023Q3,Center-West,32.0,1819.1727967234847,201.90495408767362,2023Q3
Mato Grosso do Sul,4º trimestre 2023,3613.0,2023Q4,Center-West,33.1,1785.7779660732324,202.32078503828038,2023Q4
Mato Grosso do Sul,1º trimestre 2024,3542.0,2024Q1,Center-West,33.2,1907.1590646659586,185.72126812193224,2024Q1
Mato Grosso do Sul,2º trimestre 2024,3539.0,2024Q2,Center-West,31.9,1913.0843132908403,184.98923311499533,2024Q2
Mato Grosso do Sul,3º trimestre 2024,3593.0,2024Q3,Center-West,32.2,1828.9804089648253,196.4482496580476,2024Q3
Mato Grosso do Sul,4º trimestre 2024,3662.0,2024Q4,Center-West,33.7,1871.7090283876298,195.65006870510229,2024Q4
Mato Grosso do Sul,1º trimestre 2025,3706.0,2025Q1,Center-West,30.5,1929.8624892402283,192.03440766699512,2025Q1
Mato Grosso do Sul,2º trimestre 2025,3621.0,2025Q2,Center-West,32.0,1968.7305614844092,183.9256255193088,2025Q2
Mato Grosso do Sul,3º trimestre 2025,3642.0,2025Q3,Center-West,31.1,1864.5290924297321,195.33082185668576,2025Q3
Mato Grosso do Sul,4º trimestre 2025,3733.0,2025Q4,Center-West,30.8,1839.2323046442687,202.965117053118,2025Q4
Mato Grosso do Sul,1º trimestre 2026,3768.0,2026Q1,Center-West,29.8,1855.8413021591607,203.0346019142993,2026Q1
Mato Grosso,4º trimestre 2015,3070.0,2015Q4,Center-West,38.9,1440.085875888325,213.1817311315725,2015Q4
Mato Grosso,1º trimestre 2016,3098.0,2016Q1,Center-West,36.7,1550.0176104829545,199.86869691336764,2016Q1
Mato Grosso,2º trimestre 2016,3159.0,2016Q2,Center-West,37.9,1542.3339424526514,204.81945660720484,2016Q2
Mato Grosso,3º trimestre 2016,3127.0,2016Q3,Center-West,38.0,1594.1316378882575,196.15695000836504,2016Q3
Mato Grosso,4º trimestre 2016,3052.0,2016Q4,Center-West,38.2,1563.0925607196968,195.2539521136716,2016Q4
Mato Grosso,1º trimestre 2017,3267.0,2017Q1,Center-West,38.4,1462.7134687566702,223.35201457993014,2017Q1
Mato Grosso,2º trimestre 2017,3185.0,2017Q2,Center-West,38.7,1501.363255247243,212.14053220421314,2017Q2
Mato Grosso,3º trimestre 2017,3323.0,2017Q3,Center-West,37.7,1464.7913139185341,226.85825403418607,2017Q3
Mato Grosso,4º trimestre 2017,3192.0,2017Q4,Center-West,37.1,1436.901422607613,222.14467532555759,2017Q4
Mato Grosso,1º trimestre 2018,3389.0,2018Q1,Center-West,37.2,1437.3564047344516,235.7800743668798,2018Q1
Mato Grosso,2º trimestre 2018,3238.0,2018Q2,Center-West,38.3,1435.4605898584905,225.57219772360355,2018Q2
Mato Grosso,3º trimestre 2018,3315.0,2018Q3,Center-West,38.3,1379.9485013190076,240.2263560438231,2018Q3
Mato Grosso,4º trimestre 2018,3326.0,2018Q4,Center-West,39.8,1465.3739040880503,226.97278767700436,2018Q4
Mato Grosso,1º trimestre 2019,3295.0,2019Q1,Center-West,40.4,1519.4737125417503,216.85139879703343,2019Q1
Mato Grosso,2º trimestre 2019,3322.0,2019Q2,Center-West,40.5,1572.3309076402804,211.27868083351387,2019Q2
Mato Grosso,3º trimestre 2019,3230.0,2019Q3,Center-West,39.4,1484.533336932198,217.57679128141544,2019Q3
Mato Grosso,4º trimestre 2019,3242.0,2019Q4,Center-West,39.6,1493.175712249499,217.1211313848564,2019Q4
Mato Grosso,1º trimestre 2020,3264.0,2020Q1,Center-West,39.1,1575.5359985951482,207.16759267388355,2020Q1
Mato Grosso,2º trimestre 2020,3371.0,2020Q2,Center-West,38.2,1669.033443373206,201.9731847426034,2020Q2
Mato Grosso,3º trimestre 2020,3446.0,2020Q3,Center-West,38.5,1637.1745618819775,210.48457997287275,2020Q3
Mato Grosso,4º trimestre 2020,3375.0,2020Q4,Center-West,40.0,1795.215855247209,187.9996764809794,2020Q4
Mato Grosso,1º trimestre 2021,3190.0,2021Q1,Center-West,39.8,1819.3382207878788,175.33848096801623,2021Q1
Mato Grosso,2º trimestre 2021,3141.0,2021Q2,Center-West,40.4,1772.9198499469696,177.16536932529417,2021Q2
Mato Grosso,3º trimestre 2021,3057.0,2021Q3,Center-West,39.1,1795.7637244696969,170.2339766832497,2021Q3
Mato Grosso,4º trimestre 2021,3083.0,2021Q4,Center-West,38.6,1835.3350591136361,167.98022708120206,2021Q4
Mato Grosso,1º trimestre 2022,3177.0,2022Q1,Center-West,37.8,1862.2395224972497,170.60104039354005,2022Q1
Mato Grosso,2º trimestre 2022,3298.0,2022Q2,Center-West,37.3,1946.5575643014301,169.42730389705008,2022Q2
Mato Grosso,3º trimestre 2022,3531.0,2022Q3,Center-West,36.3,1872.1964641570405,188.60200131773234,2022Q3
Mato Grosso,4º trimestre 2022,3626.0,2022Q4,Center-West,35.2,1927.633728307206,188.10627489820132,2022Q4
Mato Grosso,1º trimestre 2023,3522.0,2023Q1,Center-West,35.7,1901.5979813236047,185.21264928712833,2023Q1
Mato Grosso,2º trimestre 2023,3550.0,2023Q2,Center-West,35.1,1888.6460258899479,187.96534402613673,2023Q2
Mato Grosso,3º trimestre 2023,3642.0,2023Q3,Center-West,35.9,1819.1727967234847,200.20088287157836,2023Q3
Mato Grosso,4º trimestre 2023,3663.0,2023Q4,Center-West,36.6,1785.7779660732324,205.1206851910382,2023Q4
Mato Grosso,1º trimestre 2024,3762.0,2024Q1,Center-West,36.5,1907.1590646659586,197.25675061397772,2024Q1
Mato Grosso,2º trimestre 2024,3768.0,2024Q2,Center-West,33.7,1913.0843132908403,196.9594321495627,2024Q2
Mato Grosso,3º trimestre 2024,3755.0,2024Q3,Center-West,35.3,1828.9804089648253,205.30564360310848,2024Q3
Mato Grosso,4º trimestre 2024,3750.0,2024Q4,Center-West,34.8,1871.7090283876298,200.35165419009655,2024Q4
Mato Grosso,1º trimestre 2025,3727.0,2025Q1,Center-West,35.3,1929.8624892402283,193.12256809899915,2025Q1
Mato Grosso,2º trimestre 2025,3683.0,2025Q2,Center-West,35.5,1968.7305614844092,187.07486296261098,2025Q2
Mato Grosso,3º trimestre 2025,3839.0,2025Q3,Center-West,34.2,1864.5290924297321,205.89649234152023,2025Q3
Mato Grosso,4º trimestre 2025,3942.0,2025Q4,Center-West,33.7,1839.2323046442687,214.32855382357118,2025Q4
Mato Grosso,1º trimestre 2026,3940.0,2026Q1,Center-West,34.2,1855.8413021591607,212.30263575964415,2026Q1
Goiás,4º trimestre 2015,2897.0,2015Q4,Center-West,38.7,1440.085875888325,201.16855866064023,2015Q4
Goiás,1º trimestre 2016,2912.0,2016Q1,Center-West,38.9,1550.0176104829545,187.8688332510415,2016Q1
Goiás,2º trimestre 2016,2902.0,2016Q2,Center-West,39.3,1542.3339424526514,188.15639856730246,2016Q2
Goiás,3º trimestre 2016,2941.0,2016Q3,Center-West,38.4,1594.1316378882575,184.4891557322039,2016Q3
Goiás,4º trimestre 2016,2981.0,2016Q4,Center-West,39.8,1563.0925607196968,190.71167472177424,2016Q4
Goiás,1º trimestre 2017,3067.0,2017Q1,Center-West,39.5,1462.7134687566702,209.67879666870087,2017Q1
Goiás,2º trimestre 2017,3039.0,2017Q2,Center-West,40.7,1501.363255247243,202.41603685042503,2017Q2
Goiás,3º trimestre 2017,3038.0,2017Q3,Center-West,40.8,1464.7913139185341,207.40155755517824,2017Q3
Goiás,4º trimestre 2017,3104.0,2017Q4,Center-West,40.2,1436.901422607613,216.02038603086802,2017Q4
Goiás,1º trimestre 2018,3040.0,2018Q1,Center-West,39.9,1437.3564047344516,211.49938804228816,2018Q1
Goiás,2º trimestre 2018,3031.0,2018Q2,Center-West,40.1,1435.4605898584905,211.15173912916688,2018Q2
Goiás,3º trimestre 2018,2984.0,2018Q3,Center-West,40.2,1379.9485013190076,216.2399536756465,2018Q3
Goiás,4º trimestre 2018,3046.0,2018Q4,Center-West,40.7,1465.3739040880503,207.8650364594574,2018Q4
Goiás,1º trimestre 2019,3095.0,2019Q1,Center-West,40.6,1519.4737125417503,203.68894666974762,2019Q1
Goiás,2º trimestre 2019,2984.0,2019Q2,Center-West,40.5,1572.3309076402804,189.78193365659405,2019Q2
Goiás,3º trimestre 2019,2947.0,2019Q3,Center-West,41.0,1484.533336932198,198.51356158090752,2019Q3
Goiás,4º trimestre 2019,2981.0,2019Q4,Center-West,40.7,1493.175712249499,199.6416078526394,2019Q4
Goiás,1º trimestre 2020,3071.0,2020Q1,Center-West,39.9,1575.5359985951482,194.91779322962512,2020Q1
Goiás,2º trimestre 2020,3118.0,2020Q2,Center-West,36.8,1669.033443373206,186.81471077645725,2020Q2
Goiás,3º trimestre 2020,3117.0,2020Q3,Center-West,37.7,1637.1745618819775,190.38898310372733,2020Q3
Goiás,4º trimestre 2020,2988.0,2020Q4,Center-West,39.6,1795.215855247209,166.44238024449373,2020Q4
Goiás,1º trimestre 2021,2985.0,2021Q1,Center-West,40.2,1819.3382207878788,164.07064755157631,2021Q1
Goiás,2º trimestre 2021,3034.0,2021Q2,Center-West,41.0,1772.9198499469696,171.13012751765123,2021Q2
Goiás,3º trimestre 2021,2958.0,2021Q3,Center-West,41.4,1795.7637244696969,164.72100197221218,2021Q3
Goiás,4º trimestre 2021,2894.0,2021Q4,Center-West,41.1,1835.3350591136361,157.6823798809597,2021Q4
Goiás,1º trimestre 2022,2898.0,2022Q1,Center-West,39.9,1862.2395224972497,155.61907933914983,2022Q1
Goiás,2º trimestre 2022,2885.0,2022Q2,Center-West,39.7,1946.5575643014301,148.2103613532412,2022Q2
Goiás,3º trimestre 2022,3074.0,2022Q3,Center-West,38.9,1872.1964641570405,164.19216993789556,2022Q3
Goiás,4º trimestre 2022,3177.0,2022Q4,Center-West,36.8,1927.633728307206,164.81346810578754,2022Q4
Goiás,1º trimestre 2023,3259.0,2023Q1,Center-West,37.3,1901.5979813236047,171.38217604393844,2023Q1
Goiás,2º trimestre 2023,3296.0,2023Q2,Center-West,37.5,1888.6460258899479,174.51655603102725,2023Q2
Goiás,3º trimestre 2023,3326.0,2023Q3,Center-West,37.5,1819.1727967234847,182.83035047525252,2023Q3
Goiás,4º trimestre 2023,3358.0,2023Q4,Center-West,37.3,1785.7779660732324,188.04129425921548,2023Q4
Goiás,1º trimestre 2024,3395.0,2024Q1,Center-West,36.1,1907.1590646659586,178.01346845679276,2024Q1
Goiás,2º trimestre 2024,3440.0,2024Q2,Center-West,35.3,1913.0843132908403,179.81434357603388,2024Q2
Goiás,3º trimestre 2024,3392.0,2024Q3,Center-West,36.4,1828.9804089648253,185.45852013362023,2024Q3
Goiás,4º trimestre 2024,3509.0,2024Q4,Center-West,35.5,1871.7090283876298,187.47572121414635,2024Q4
Goiás,1º trimestre 2025,3447.0,2025Q1,Center-West,35.3,1929.8624892402283,178.61376233894555,2025Q1
Goiás,2º trimestre 2025,3539.0,2025Q2,Center-West,35.0,1968.7305614844092,179.76050502978012,2025Q2
Goiás,3º trimestre 2025,3636.0,2025Q3,Center-West,34.7,1864.5290924297321,195.00902478608168,2025Q3
Goiás,4º trimestre 2025,3715.0,2025Q4,Center-West,35.1,1839.2323046442687,201.9864478575766,2025Q4
Goiás,1º trimestre 2026,3878.0,2026Q1,Center-West,34.2,1855.8413021591607,208.96183286190356,2026Q1
Distrito Federal,4º trimestre 2015,5872.0,2015Q4,Center-West,25.3,1440.085875888325,407.75346097869505,2015Q4
Distrito Federal,1º trimestre 2016,5714.0,2016Q1,Center-West,25.3,1550.0176104829545,368.64097293834175,2016Q1
Distrito Federal,2º trimestre 2016,5760.0,2016Q2,Center-West,25.5,1542.3339424526514,373.45997785929086,2016Q2
Distrito Federal,3º trimestre 2016,5720.0,2016Q3,Center-West,26.5,1594.1316378882575,358.8160390303319,2016Q3
Distrito Federal,4º trimestre 2016,5586.0,2016Q4,Center-West,26.9,1563.0925607196968,357.3684719878668,2016Q4
Distrito Federal,1º trimestre 2017,5415.0,2017Q1,Center-West,26.6,1462.7134687566702,370.20237494653253,2017Q1
Distrito Federal,2º trimestre 2017,5617.0,2017Q2,Center-West,27.3,1501.363255247243,374.1266465906013,2017Q2
Distrito Federal,3º trimestre 2017,5587.0,2017Q3,Center-West,28.6,1464.7913139185341,381.4195200990062,2017Q3
Distrito Federal,4º trimestre 2017,5798.0,2017Q4,Center-West,27.8,1436.901422607613,403.50715148420517,2017Q4
Distrito Federal,1º trimestre 2018,5961.0,2018Q1,Center-West,26.6,1437.3564047344516,414.71968819739465,2018Q1
Distrito Federal,2º trimestre 2018,5700.0,2018Q2,Center-West,28.1,1435.4605898584905,397.0850917308648,2018Q2
Distrito Federal,3º trimestre 2018,5613.0,2018Q3,Center-West,28.7,1379.9485013190076,406.75430964524253,2018Q3
Distrito Federal,4º trimestre 2018,5791.0,2018Q4,Center-West,29.2,1465.3739040880503,395.1892403600518,2018Q4
Distrito Federal,1º trimestre 2019,5827.0,2019Q1,Center-West,28.4,1519.4737125417503,383.48804272847156,2019Q1
Distrito Federal,2º trimestre 2019,5552.0,2019Q2,Center-West,30.1,1572.3309076402804,353.10633232620984,2019Q2
Distrito Federal,3º trimestre 2019,5456.0,2019Q3,Center-West,30.3,1484.533336932198,367.5229019292268,2019Q3
Distrito Federal,4º trimestre 2019,5660.0,2019Q4,Center-West,29.5,1493.175712249499,379.05786663734955,2019Q4
Distrito Federal,1º trimestre 2020,5422.0,2020Q1,Center-West,29.8,1575.5359985951482,344.13685278118766,2020Q1
Distrito Federal,2º trimestre 2020,5505.0,2020Q2,Center-West,26.1,1669.033443373206,329.8316173266187,2020Q2
Distrito Federal,3º trimestre 2020,5750.0,2020Q3,Center-West,28.9,1637.1745618819775,351.2148388984383,2020Q3
Distrito Federal,4º trimestre 2020,5760.0,2020Q4,Center-West,28.8,1795.215855247209,320.8527811942048,2020Q4
Distrito Federal,1º trimestre 2021,5725.0,2021Q1,Center-West,29.1,1819.3382207878788,314.67486004448057,2021Q1
Distrito Federal,2º trimestre 2021,5669.0,2021Q2,Center-West,30.6,1772.9198499469696,319.7550075469891,2021Q2
Distrito Federal,3º trimestre 2021,5240.0,2021Q3,Center-West,32.0,1795.7637244696969,291.7978533922893,2021Q3
Distrito Federal,4º trimestre 2021,5158.0,2021Q4,Center-West,33.8,1835.3350591136361,281.0386024277782,2021Q4
Distrito Federal,1º trimestre 2022,5147.0,2022Q1,Center-West,30.4,1862.2395224972497,276.38764712167153,2022Q1
Distrito Federal,2º trimestre 2022,5236.0,2022Q2,Center-West,31.2,1946.5575643014301,268.98767835201767,2022Q2
Distrito Federal,3º trimestre 2022,5673.0,2022Q3,Center-West,29.9,1872.1964641570405,303.0130709361358,2022Q3
Distrito Federal,4º trimestre 2022,5549.0,2022Q4,Center-West,29.8,1927.633728307206,287.865890626067,2022Q4
Distrito Federal,1º trimestre 2023,5561.0,2023Q1,Center-West,30.3,1901.5979813236047,292.4382574349008,2023Q1
Distrito Federal,2º trimestre 2023,5445.0,2023Q2,Center-West,31.2,1888.6460258899479,288.30177414713086,2023Q2
Distrito Federal,3º trimestre 2023,5523.0,2023Q3,Center-West,30.6,1819.1727967234847,303.5995266611003,2023Q3
Distrito Federal,4º trimestre 2023,5632.0,2023Q4,Center-West,30.4,1785.7779660732324,315.3807532066413,2023Q4
Distrito Federal,1º trimestre 2024,5536.0,2024Q1,Center-West,30.7,1907.1590646659586,290.27468670892625,2024Q1
Distrito Federal,2º trimestre 2024,5568.0,2024Q2,Center-West,29.8,1913.0843132908403,291.0483328579525,2024Q2
Distrito Federal,3º trimestre 2024,5785.0,2024Q3,Center-West,30.3,1828.9804089648253,316.2964442726984,2024Q3
Distrito Federal,4º trimestre 2024,5729.0,2024Q4,Center-West,29.1,1871.7090283876298,306.08390049468346,2024Q4
Distrito Federal,1º trimestre 2025,5767.0,2025Q1,Center-West,28.3,1929.8624892402283,298.82958149367533,2025Q1
Distrito Federal,2º trimestre 2025,6082.0,2025Q2,Center-West,28.4,1968.7305614844092,308.9300343574803,2025Q2
Distrito Federal,3º trimestre 2025,6278.0,2025Q3,Center-West,26.9,1864.5290924297321,336.7070015420849,2025Q3
Distrito Federal,4º trimestre 2025,6304.0,2025Q4,Center-West,27.1,1839.2323046442687,342.751700482951,2025Q4
Distrito Federal,1º trimestre 2026,6720.0,2026Q1,Center-West,28.1,1855.8413021591607,362.09992698091594,2026Q1
